Probesets	age1_A	age1_B	age2_A	age2_B
201060_x_at	858.7	1128.9	937.2	936.5
201061_s_at	1938.9	2501.7	2152.7	2055.7
201062_at	11.2	10.7	8.1	5.4
201063_at	463.5	363	439.1	537
201064_s_at	9967.2	10054.7	9261.2	9222.5
201065_s_at	1276	1018.9	1466.6	1622.7
201066_at	11279	10253.7	8958.7	7995.9
201067_at	741.7	1481.7	612	871
201068_s_at	3106.5	4494.7	3489.8	3495.7
201069_at	525.4	533.7	707.2	903.7
201070_x_at	2208.6	953.2	1948.2	2120.1
201071_x_at	5316.1	5225	5505.8	4290.5
201072_s_at	510.7	208.7	445.8	499.6
201073_s_at	216.5	359	400.2	544.2
201074_at	514.7	532	431.2	576.4
201075_s_at	417.2	300.7	505.7	411.8
201076_at	1284.5	1381.8	1444.2	1375
201077_s_at	4527.1	4717.7	4697.7	4072.4
201078_at	1221.4	1309.8	1454.4	1579.9
201079_at	2328.2	3386.7	3067.7	2273.1
201080_at	1246.9	1399.5	895.8	758.8
201081_s_at	283.6	90.2	84.5	65.6
201082_s_at	305.2	508.9	146.9	223.5
201083_s_at	165.9	86.6	241.4	229.7
201084_s_at	2651.8	2928.7	3007.1	2795.7
201085_s_at	76.7	50.2	228.6	250.9
201086_x_at	803.1	1285.2	1029.5	1141.1
201087_at	860.7	1369.8	850.8	1485.2
201088_at	120.2	136.2	62.6	218.7
201089_at	1230.7	1244.1	970.9	1080
201090_x_at	2358	3696.8	1727.8	3106.6
201091_s_at	542.8	387.5	511.6	414.7
201092_at	2329	2299.1	2419.6	2078.9
201093_x_at	4838.9	6717.4	3771.8	3661.2
201094_at	28823.7	32077	35282.9	23830.7
201095_at	234.7	256.9	81.4	198.7
201096_s_at	640.6	494.1	531.8	449.8
201097_s_at	1400.2	1611.1	1207.5	1804.5
201098_at	599	704.2	1317.7	1634.2
201099_at	1173.7	1328	1214.5	1230.5
201100_s_at	1579.1	2214.1	1864.9	2197.8
201101_s_at	519.8	132.9	123.6	523.1
201102_s_at	483	259.1	123.1	349.5
201103_x_at	1686	1228.7	1239.9	1461.7
201104_x_at	1687	1382.1	1120.1	1666.7
201105_at	13033.9	7936.1	8922	14724.6
201106_at	3230.7	4283.8	3958	2812.8
201107_s_at	14.9	12.9	19.9	13.4
201108_s_at	201.2	196.2	74.9	283.9
201109_s_at	32.1	62.7	143.5	128.5
201110_s_at	100.8	3.8	42.2	16.4
201111_at	696.4	701.7	706.1	650.2
201112_s_at	1077.5	1101.9	870.5	1135.7
201113_at	5184.4	3609.6	4727.9	4576.2
201114_x_at	4012.9	4336.1	5293.7	3491
201115_at	466.1	893.4	557.9	438.8
201116_s_at	113.8	65.7	175.2	623.9
201117_s_at	315.4	307.4	307.6	421.9
201118_at	373.4	218.2	300.7	251.6
201119_s_at	13856.2	22316.6	14140.4	10607.5
201120_s_at	301.4	54.7	42.7	238.9
201121_s_at	1088.6	1024.7	1072.2	1000.7
201122_x_at	1413.6	2230.9	1316.7	2717.5
201123_s_at	1367	2534.8	1490.6	2886.2
201124_at	286.8	202.6	411	524.6
201125_s_at	536.9	468.7	390.6	546.9
201126_s_at	300.9	512.6	375.6	376
201127_s_at	257.7	152.8	293.9	28
201128_s_at	397.6	228.2	400.7	473.5
201129_at	357	465.8	531.5	480.4
201130_s_at	52.4	18.7	131.9	35.9
201131_s_at	7	6.2	35.1	24.6
201132_at	916.7	810.9	994.6	1122
201133_s_at	1011.4	670.7	889.7	807.1
201134_x_at	22226.7	27606.2	18475.1	19104.7
201135_at	3920.8	4302.8	4235.7	3607.8
201136_at	492.1	561.2	231.7	520.8
201137_s_at	1083.9	888.4	930.4	974.5
201138_s_at	776.8	555.5	323.1	425.2
201139_s_at	412.4	457.7	217	377.2
201140_s_at	188.7	73.5	330.7	281.6
201141_at	752.1	1372.9	731.4	1231.1
201142_at	1191	1046.2	1242.1	1170.7
201143_s_at	313.5	304.5	280.2	360.4
201144_s_at	1065.2	1079.9	631.6	1161.9
201145_at	4131.8	4574.8	3893.6	2919.8
201146_at	939.6	1340.8	935.5	1404.7
201147_s_at	208.2	290.2	426.1	346.1
201148_s_at	533.8	493.7	554.7	578.4
201149_s_at	615.1	332.6	417.6	530.6
201150_s_at	1237.6	1488.8	774.5	1710.2
201151_s_at	845.6	651.6	1074.8	1226.6
201152_s_at	5969.8	4527.5	5031.7	5022.7
201153_s_at	3628.1	5305.5	3770.5	3691.7
201154_x_at	21909.5	21519.7	24911.5	16558.8
201155_s_at	4345.1	5884.5	4707.7	4887.5
201156_s_at	405.7	408.2	262.7	484.2
201157_s_at	519.4	849.6	649.9	493.7
201158_at	32.6	75.5	308.4	23.7
201159_s_at	67.2	83.8	31	23.5
201160_s_at	27596.2	28939.2	27667.9	25715.7
201161_s_at	31097.4	24504.9	30825.5	24049.2
201162_at	1414.2	1628.4	839.6	2945.2
201163_s_at	1204.7	2134.6	1120.6	2435.2
201164_s_at	684	668.8	774.5	672.8
201165_s_at	2459.8	1565.1	1781.8	1773.1
201166_s_at	1538.7	2814.7	1989.6	2473.7
201167_x_at	27.5	31	43.7	11.7
201168_x_at	152.8	495.1	347.6	303.9
201169_s_at	348.8	250.7	169	397.4
201170_s_at	1918.5	1837.8	2135.1	2489.4
201171_at	157.7	16.5	42.7	15.9
201172_x_at	2404.8	2466.6	2094.9	2950.9
201173_x_at	1632.1	1975.4	2078.2	1720.8
201174_s_at	959.9	1200.5	968.5	931.1
201175_at	778.9	1171.7	912.1	1064.4
201176_s_at	579.7	524.7	365.9	723.7
201177_s_at	1034	1935.9	1109.7	973.1
201178_at	930	948.7	1021.2	1206.4
201179_s_at	513.6	293	379	550.1
201180_s_at	686.7	596.6	747.7	921.7
201181_at	164.7	199.8	155.7	36.7
201182_s_at	686.4	434	497.5	544
201183_s_at	1167.7	988.7	1311.6	1663
201184_s_at	314.4	183.8	523	121.8
201185_at	705.7	605.6	330.8	940.6
201186_at	398.9	600.5	486.5	371
201187_s_at	568	237.4	542.4	267
201188_s_at	389.7	91.9	73.5	248.9
201189_s_at	29	31.8	31.7	60.2
201190_s_at	315.9	402.2	320.7	274
201191_at	54.7	40	64.5	28.1
201192_s_at	130.6	339.1	260.9	226.6
201193_at	671.7	720.8	661.2	589.8
201194_at	13295.2	14102.2	9802.9	15703.4
201195_s_at	144.7	285.7	80.4	418.7
201196_s_at	423.7	325.8	287.1	439.6
201197_at	208.4	341	308.5	466
201198_s_at	2121.6	2124.8	1579	1622.5
201199_s_at	1827.5	2335.7	2197.8	2632.5
201200_at	961.5	1953.1	1674.2	1048.8
201201_at	1823.9	2013.7	1918.4	1557.8
201202_at	314	410.6	325.1	251.4
201203_s_at	24.6	18.1	39.7	8.2
201204_s_at	58.7	229.1	72.1	69.4
201205_at	414.5	267.9	252.9	224.9
201206_s_at	181.4	21	289.4	71.7
201207_at	781	899.2	1020.8	1056.7
201208_s_at	72.5	65.8	100.8	74.8
201209_at	210.8	160	282.2	176.5
201210_at	3450.5	3837.7	2713.6	3401.2
201211_s_at	216.9	209.9	475.5	404.4
201212_at	82.6	354.6	90.9	82.9
201213_at	49	22.9	73.5	81.8
201214_s_at	526.4	645	506.2	544.9
201215_at	1173.8	1302.5	630.6	1615.7
201216_at	741	565	478	614.6
201217_x_at	2454.9	3355.7	3774.7	3608.9
201218_at	282.7	289.6	282.8	445.8
201219_at	109.6	153.7	63.9	302.4
201220_x_at	962.7	891.8	851.8	1156.8
201221_s_at	966.2	1687.6	1658.4	1140.6
201222_s_at	783.2	862.9	556.9	505.8
201223_s_at	992.1	1330.2	1338.4	1197.9
201224_s_at	450.9	406.7	722.8	577.7
201225_s_at	1665.6	1579.7	1699	1545.7
201226_at	4006.2	3769.1	4248.7	3419.4
201227_s_at	3603.2	4565.5	4423.9	3660.6
201228_s_at	531.6	408.4	371	366.2
201229_s_at	869.7	1003.5	900.7	437.6
201230_s_at	1418.8	1576.7	1694.9	1744.4
201231_s_at	1104.6	1142.8	813.4	1579.7
201232_s_at	1097.5	824.6	822.7	939.9
201233_at	329.7	517.5	540.1	225.7
201234_at	337.4	1451.7	865	1132.1
201235_s_at	616	362.4	501.8	561.6
201236_s_at	843.1	1720.8	2590.7	2261.2
201237_at	1914.2	1730.8	2108.2	1580.4
201238_s_at	4657.7	2834.5	3792.5	3074.9
201239_s_at	1530.8	1453.7	1321.5	1364.9
201240_s_at	1888.7	1936.2	1903.6	1786.2
201241_at	4608	4730.6	4605.7	3813.9
201242_s_at	8091.5	4204	14308.8	13412.2
201243_s_at	5552.7	8433.4	7490	9677.8
201244_s_at	3404.6	3073.2	3419.9	3442.7
201245_s_at	592.2	471.5	474.2	481.6
201246_s_at	45.7	38.6	21	21
201247_at	548.6	437.7	488.7	360.2
201248_s_at	669	432.2	246.4	484.7
201249_at	577.9	120.4	253.6	370.2
201250_s_at	594.1	429.6	828.7	909.2
201251_at	11275.8	20810.6	14523.9	10261
201252_at	246.2	792.7	537.7	274.5
201253_s_at	2748.8	2373.4	1475.1	2954.2
201254_x_at	23617.9	26853.9	30072.4	22370.6
201255_x_at	2221.8	2236.4	2398.1	1807.6
201256_at	1121.7	2004.1	1456.8	1429.2
201257_x_at	39520.4	43761.9	40989.1	36873.4
201258_at	15760.6	17056	18975.4	9131.9
201259_s_at	2479.6	1988.7	2434.2	2185.1
201260_s_at	2080.6	2400.7	2068.1	1867.9
201261_x_at	398.7	188.8	263.9	442.5
201262_s_at	25.7	83.1	150.7	126.5
201263_at	607.1	527	514	677
201264_at	315.4	597	588.1	625.1
201265_at	15.1	239.7	172.2	192.7
201266_at	1843	1673.5	1781.5	1943.5
201267_s_at	2325	1793.1	2042.4	1580.1
201268_at	3875.8	4894.9	5059.6	4553.7
201269_s_at	283.8	579.6	66	223.9
201270_x_at	898	840	1572.6	1292
201271_s_at	735.7	953	1113.7	635.2
201272_at	6119.8	7408.1	6885	6389.2
201273_s_at	3989.6	4356.4	4207	4166.7
201274_at	1255.8	1094	1124.2	1154.7
201275_at	455.9	368.2	586.7	433.7
201276_at	672.9	1119.6	934.1	1010
201277_s_at	944.8	1299.6	748.8	1224.8
201278_at	524.7	368.2	249.7	395.4
201279_s_at	450.7	394.2	524.2	741.4
201280_s_at	459.6	400.6	387.4	396.8
201281_at	2225.6	2611	1809	1637.9
201282_at	2032.5	2825.2	1558.6	1607.9
201283_s_at	117.1	202.1	304.5	53.6
201284_s_at	843.9	1274.9	580.6	678.7
201285_at	1183.7	1343.7	1181.5	1220.8
201286_at	119	75.7	122.2	23.1
201287_s_at	297.5	300.9	67.5	230.4
201288_at	743.6	752.5	511.4	1514.7
201289_at	229	182.8	239.7	389.6
201290_at	2213.7	3288.2	1983	2066.9
201291_s_at	4.4	44.9	72.4	12.1
201292_at	21.7	118	220.8	140.7
201293_x_at	4976.7	4573.2	2710.6	5147.1
201294_s_at	368	318.7	296	555.6
201295_s_at	122	168.7	113.8	92.2
201296_s_at	818.1	919.7	647.7	679.6
201297_s_at	188.2	35.2	273	282.9
201298_s_at	1102	423.7	718.1	582.6
201299_s_at	233.9	162.4	241	251.6
201300_s_at	641.7	916.5	783.7	724
201301_s_at	22.8	168	240.2	100.1
201302_at	285.5	434.9	183.7	434.8
201303_at	1191	1283.7	1394.2	1344.5
201304_at	2430.8	3592.6	3181.6	2337.9
201305_x_at	1012.2	653.4	760.5	591.6
201306_s_at	1405.7	1569.9	1162.4	1891.4
201307_at	598.6	621.6	528.2	737.2
201308_s_at	50.7	114.9	18	129.1
201309_x_at	930.8	846.2	1214.6	925.6
201310_s_at	5712.1	4672.9	7402.9	5006.1
201311_s_at	508.5	344.5	363.6	459.8
201312_s_at	258.8	403.2	302.5	614.6
201313_at	19.4	32	83.9	33.1
201314_at	1508.6	1724.4	2680.8	2065.4
201315_x_at	1753.7	2124.9	1615.7	1960.8
201316_at	583.7	681.1	421	560
201317_s_at	3149	4322.7	2958.7	2803.4
201318_s_at	13334.6	14175.2	17501	10602.6
201319_at	2399.2	3811.8	3936.8	2718.2
201320_at	581.5	513.5	360.5	195.5
201321_s_at	412.9	368.2	352	256.7
201322_at	26847.2	26252.5	28316.5	25271.7
201323_at	350.5	309.6	241	380.5
201324_at	291.7	187.7	30	198.2
201325_s_at	249	86.2	25.9	227.6
201326_at	784.8	796.9	641.6	943.9
201327_s_at	752.4	513.4	578.8	763.5
201328_at	306.4	151.5	219.1	288.2
201329_s_at	187.7	263.8	306.1	425.9
201330_at	473.4	339.8	471.4	434.7
201331_s_at	184.1	377.1	377.5	704.7
201332_s_at	54.7	83	95	71.4
201333_s_at	332.2	348.7	329.9	323.8
201334_s_at	1358.4	1676.7	1454.1	1407.5
201335_s_at	11	63.7	168.5	31.1
201336_at	2487.6	3265.7	2447.7	3265.4
201337_s_at	478.5	422.8	499.4	425.2
201338_x_at	6356.7	6584.2	6240.4	5857
201339_s_at	1433.2	1994.9	1293.7	1795.8
201340_s_at	96.6	26.6	33.9	39.7
201341_at	68.8	95.6	273.1	351.1
201342_at	850	1020.4	871	883.7
201343_at	1667.7	1965.5	1319	1664.9
201344_at	320.8	405.6	238.2	505.2
201345_s_at	1383.5	1490.1	1707.7	1271.9
201346_at	2868.1	1924.2	2158.2	2259.7
201347_x_at	2161.7	2549.7	2303.6	1865.1
201348_at	2358.9	4112.4	2358.2	3801.8
201349_at	606.7	402.7	424.1	471.4
201350_at	1031.9	1357.1	1022.5	1039.2
201351_s_at	1840.7	2328.9	2030.8	1883.4
201352_at	3073.1	5441.7	2391.4	2728.8
201353_s_at	643	443.9	549.7	498.8
201354_s_at	494.6	194.2	70.1	132.8
201355_s_at	424.7	49.8	83.4	156.8
201356_at	756.5	1149.5	769.7	800.6
201357_s_at	393.2	456.2	391.4	371
201358_s_at	1481.6	1795.5	1134.2	2029.7
201359_at	565.7	841.6	869.7	979.5
201360_at	1547.4	3317.2	2426.5	3205.2
201361_at	1194.9	1326	1509.1	1135.7
201362_at	471.8	380.1	203.1	445.1
201363_s_at	125.9	237.7	234.2	385.9
201364_s_at	3065.6	2295.1	2607.1	2276.8
201365_at	2239.8	1643.7	2098.8	1475.5
201366_at	3431.6	2448.2	2258.2	2064.7
201367_s_at	199.7	25.1	259	19.4
201368_at	1094	750.7	498.7	733.4
201369_s_at	135.9	104.7	16.2	57.5
201370_s_at	610.6	750.4	642.5	804
201371_s_at	4170.5	4194.8	3673.7	3795.5
201372_s_at	41.9	40.6	60	216
201373_at	938	977.7	1633.7	652.1
201374_x_at	11.9	10.1	9.5	15.6
201375_s_at	2697.6	3687	2317.9	3067.7
201376_s_at	371.4	402	333.7	100.2
201377_at	246.9	353.9	62.4	197.2
201378_s_at	426.6	541.5	349.9	454.7
201379_s_at	580.7	414.2	470.7	377.2
201380_at	509.7	478.5	488.9	545.1
201381_x_at	1175.7	1376.2	570	1548.1
201382_at	214.1	153.9	117.4	235
201383_s_at	863.7	631.6	721.6	700.6
201384_s_at	1207.5	1958.4	1586.5	1773.8
201385_at	1196.6	1320.6	987.5	824.7
201386_s_at	729.5	947.4	732	942.4
201387_s_at	468.6	585	71.2	1649
201388_at	907.1	1125.1	931	882.1
201389_at	620.9	140.5	502.5	564.6
201390_s_at	1653	2141.7	2279.7	1311.2
201391_at	2942.1	2761.2	2408.9	1824.2
201392_s_at	334.2	471.9	580	292
201393_s_at	878.6	1351.1	1286.6	969.7
201394_s_at	1158.5	969.4	882.5	983.2
201395_at	1048.9	1283.8	412.6	1154.8
201396_s_at	323.6	670.5	454.1	583.6
201397_at	179.9	40.7	188.9	108.4
201398_s_at	654.6	741.9	546.9	946.6
201399_s_at	292.7	310.7	449.7	464.5
201400_at	3410.7	3009.4	2789.4	2850.7
201401_s_at	52.4	64.9	67.2	32.7
201402_at	27.5	33.1	25.8	53.5
201403_s_at	13024.4	12507.8	13131.6	12372.7
201404_x_at	1072.4	802.6	969.2	1118.6
201405_s_at	2747.7	2437.9	2237.7	2147.4
201406_at	13284.5	18139	17363.5	10337.9
201407_s_at	923.7	1681	983.9	1097.6
201408_at	1843.6	2837.6	2369.9	2398.9
201409_s_at	2037.2	2586.5	2349.7	2379
201410_at	491.7	414	383.1	422.1
201411_s_at	50	41.6	342.2	145.5
201412_at	609	612.9	870.2	576.1
201413_at	841.7	1129.2	1165.2	1157.7
201414_s_at	1436.1	1377.1	1051.9	837.9
201415_at	229.1	19.5	63.8	28.8
201416_at	131.4	56.1	22.1	194.6
201417_at	361.8	206.1	39.9	340.5
201418_s_at	34.7	35.9	43.4	27.2
201419_at	550.2	821.5	204.5	579.5
201420_s_at	908.5	735.9	638.6	670.5
201421_s_at	911.4	738.2	981.9	788.4
201422_at	319.4	504.2	681.6	638.7
201423_s_at	1911.1	2011.5	1543.1	1387.2
201424_s_at	398	646.4	470.7	437.2
201425_at	4647.9	4565.9	4241.8	3350.5
201426_s_at	2621.8	2670.1	2199.7	5000.7
201427_s_at	4622.4	5916.1	3668.7	4184.6
201428_at	27.9	33.1	42.7	24.2
201429_s_at	76107.2	69595.2	87710	73953.7
201430_s_at	229.2	158.6	115.1	224.5
201431_s_at	1367.9	808	1250.5	735.8
201432_at	3599.7	3082.4	4911	3869.7
201433_s_at	1740.7	1454.9	1828.4	1775.8
201434_at	895.5	991.4	1178.1	883.2
201435_s_at	703.2	933.8	657	1082.5
201436_at	97.2	177.2	197.2	84.9
201437_s_at	278.5	335.4	410.8	369.9
201438_at	1417.5	1642	1471.1	3074.4
201439_at	370.4	806.9	654.6	495
201440_at	152.1	363	409.1	221.6
201441_at	11722.5	12723.7	11615.1	11896.7
201442_s_at	89.8	156.9	256	232.4
201443_s_at	466.4	425.9	384.7	636.7
201444_s_at	522.4	332.1	370.7	528.4
201445_at	260.7	159.5	238.2	221.8
201446_s_at	394.9	350.8	514	617.7
201447_at	55.4	197.2	256.9	301.2
201448_at	409	400.6	401.7	323.7
201449_at	331.7	421.4	354.7	256.9
201450_s_at	197.6	246.4	50.4	204.9
201451_x_at	37.5	30.4	33.7	6.6
201452_at	154.1	61.8	53.5	30.4
201453_x_at	3049.6	3434.8	2235.7	2732.1
201454_s_at	1234.8	1243.1	1088	1319.8
201455_s_at	1488.9	2200.2	1563.9	1630.1
201456_s_at	676.4	336.7	408.2	550.5
201457_x_at	925	585.2	857	945.9
201458_s_at	255.8	411.7	804.7	531.9
201459_at	156.9	591.7	257	187.5
201460_at	1633.4	2268.5	1840.9	1739.6
201461_s_at	404.9	677.7	330	362.7
201462_at	12.2	22.4	152.1	150
201463_s_at	1602.6	1271	1041.9	1227
201464_x_at	2171.6	2480.8	2102.9	1630
201465_s_at	427.5	50.9	70.1	412.4
201466_s_at	234.1	531.9	431.8	389.7
201467_s_at	81.7	40.7	35.6	53.1
201468_s_at	805.2	296.5	715.8	263.2
201469_s_at	132.1	150.4	219.9	198.5
201470_at	2179	3091.9	2608.7	2475.7
201471_s_at	4975.7	5867.8	3785.7	3724.2
201472_at	4298	4345.8	4289.5	4204.1
201473_at	372.6	599.7	463.7	606.9
201474_s_at	91.7	431.7	137.2	425.9
201475_x_at	1665.2	1274.9	1009.8	1196
201476_s_at	298.5	416.6	396.6	242.7
201477_s_at	686.9	667.7	724.1	601.7
201478_s_at	201.7	352	280.6	349.9
201479_at	934.7	1059.1	837.8	817.4
201480_s_at	496.1	666.5	606.6	560.4
201481_s_at	49.9	45.4	78.1	65.6
201482_at	41	92.2	111.6	114.5
201483_s_at	628.8	280.7	691.7	459.2
201484_at	1091.4	825	1178.6	1144.7
201485_s_at	1010.7	580.1	723	863.6
201486_at	724.6	989.7	679.6	635.7
201487_at	241.1	238.4	316.8	288.7
201488_x_at	1166.7	1140.6	1161.6	1291.8
201489_at	1735.2	2203	1503.7	1268.7
201490_s_at	1208.8	1422.4	1768.8	1322.6
201491_at	1286.5	1193.6	1239.5	1484.7
201492_s_at	48388.7	49073.7	45500.2	40450.6
201493_s_at	846.8	456.6	771.8	711.8
201494_at	198.7	310.5	78.5	1188.6
201495_x_at	24.7	22.9	42.1	43
201496_x_at	284.1	13.4	12.5	32.5
201497_x_at	110.2	113.8	75.7	1601
201498_at	938.7	1304.4	774.7	658.5
201499_s_at	1834.5	2364.2	1901.5	1826.2
201500_s_at	1851.9	1516.7	1375.9	1785.2
201501_s_at	1301.1	1559.6	1385	1435.7
201502_s_at	2992.1	2962.2	2608	2439.2
201503_at	1841.7	1837.7	1639.7	1589.7
201504_s_at	154.8	91.7	360.2	210.7
201505_at	194.7	137.6	92.4	229.7
201506_at	490.7	661.8	384.6	814.4
201507_at	1245.1	1272.9	1256.9	1027.4
201508_at	338.8	534.7	378.9	550.6
201509_at	421.1	391.5	373.7	243.9
201510_at	62.5	56.5	48.7	295.9
201511_at	561.9	471.4	631.7	315
201512_s_at	784.1	1074.5	668.7	556.2
201513_at	319.5	196	431.9	341.7
201514_s_at	1677	720.1	1823.2	1428.8
201515_s_at	1103.8	1039.4	1127	1029.7
201516_at	1019.4	1064.7	1048.4	936.4
201517_at	770.7	496.7	532.4	702.6
201518_at	1287.4	1009.7	1002.7	953.8
201519_at	3127.9	4229	3495.8	3219.5
201520_s_at	4874.9	5062.7	5283	4375.8
201521_s_at	395.5	203.4	240.5	345.7
201522_x_at	6499.5	6663.2	5684	4887.7
201523_x_at	1230.1	1015.7	1502.2	1053.5
201524_x_at	1716.2	1618.8	1481.6	1776.9
201525_at	5054.9	5975.7	4712.9	2934
201526_at	549.6	892.7	1230.4	1186
201527_at	3311.1	2708.6	2336.1	3145.5
201528_at	912.9	483	1065.4	689.6
201529_s_at	753.6	451	710.8	574.9
201530_x_at	1263.5	1586.6	1348	1650
201531_at	171.1	645.7	339.8	276.2
201532_at	2445.5	2721.8	1609.2	2193.9
201533_at	1980.7	1360.8	2177.8	1547.8
201534_s_at	648	619.7	350.7	466.7
201535_at	1833.9	2302.9	1655.5	1856.2
201536_at	6510.2	8258.1	5995	7062.1
201537_s_at	1835.9	1640.8	1488.7	1616.9
201538_s_at	1508.8	1134.6	1249.6	1253.9
201539_s_at	36667.7	32710.8	38191.4	27012.8
201540_at	53204.7	42372.2	48644.5	46770.4
201541_s_at	669	916.8	766.7	732.8
201542_at	1081.7	1008.7	800.6	820.7
201543_s_at	608.7	257.1	766.7	347.1
201544_x_at	1731.4	1648.4	1333.7	1461.8
201545_s_at	581.1	625.7	535.5	301
201546_at	1078.5	1441.9	1264	1266.6
201547_at	99.2	98.8	115.7	14.7
201548_s_at	119.9	64.9	277.8	383.1
201549_x_at	247.1	155.5	185.1	303.1
201550_x_at	2556.7	5757.7	3261.6	3919.7
201551_s_at	283.7	193.9	329.8	444.6
201552_at	672.9	592.1	562.1	772.1
201553_s_at	2653.4	3117.2	2448.6	3480.7
201554_x_at	10976.6	11417.7	10510.9	8537.4
201555_at	281.1	426.1	603.7	328.4
201556_s_at	177.5	527.4	252.7	310.2
201557_at	633.1	643.5	461.6	382.8
201558_at	467.1	459	469.9	520.4
201559_s_at	397.7	268.1	149.9	334.7
201560_at	496.9	426.8	390.6	741.1
201561_s_at	652	566	743.1	814.2
201562_s_at	439.9	452.5	339.4	341.5
201563_at	150.7	263	336.6	202.6
201564_s_at	92.2	40.2	41	35.9
201565_s_at	190.2	118.7	298.8	276.1
201566_x_at	136.4	57.4	33.2	422.2
201567_s_at	2221.1	2901.7	2710.8	2536.9
201568_at	16526.2	12974.9	13661	16246.7
201569_s_at	1465.7	1539.9	1532.2	1420.5
201570_at	4166	4519.2	3670.6	3822.1
201571_s_at	443.2	428.5	462.9	425.7
201572_x_at	516.8	510.6	454.2	521.7
201573_s_at	1006.4	1462.8	1050.9	929
201574_at	668	915.4	862.8	913.8
201575_at	1021	1188.1	829.5	882.5
201576_s_at	584.7	562.5	555.6	520.8
201577_at	1072.6	755.1	897.9	1013.6
201578_at	675.9	800.5	644.4	933.9
201579_at	272.7	353.7	187.6	340.7
201580_s_at	1232.5	739.4	1092.6	1245.9
201581_at	1307	1439.5	1534.2	1455.5
201582_at	68.4	87.8	29.2	180.9
201583_s_at	424.1	436.1	244.2	511.9
201584_s_at	367.7	318.7	303.9	446.7
201585_s_at	627.7	491.4	371.4	495
201586_s_at	1120.2	770.2	949.4	1062.7
201587_s_at	1203.7	404.9	653.6	848.4
201588_at	4513.1	5305.9	4148	4704.8
201589_at	266.4	194.1	247.7	226.5
201590_x_at	2916.6	1858	2030.5	4553.7
201591_s_at	598	338.9	353.1	619.7
201592_at	5510.4	6209.9	6319.5	4816.7
201593_s_at	1345.9	1158.2	1047.1	973.9
201594_s_at	414.7	587.2	511.8	527.8
201595_s_at	920.7	1258	1025.8	877.2
201596_x_at	200.7	90.8	340	99.1
201597_at	4542.1	4601.7	4312	4358.4
201598_s_at	588.7	751.8	754.7	575.8
201599_at	1676.6	1805.7	1260.1	1780.9
201600_at	10737.6	12664.1	12913.7	8316.6
201601_x_at	483.9	1028	786.2	810.7
201602_s_at	204.4	85	193.6	307.5
201603_at	295.9	415.8	338.2	377.9
201604_s_at	305.7	409.6	230.8	303.4
201605_x_at	784.9	459.9	693.5	726.1
201606_s_at	549.5	413	589.7	489.9
201607_at	592.2	363.9	472.5	452.5
201608_s_at	441.6	509.2	458.7	432.5
201609_x_at	1030.7	431	907.7	1358.5
201610_at	19	102.6	26.9	67.2
201611_s_at	668.7	202	631.5	543.5
201612_at	1338.6	2290.7	2105.6	1567.9
201613_s_at	51.8	40.6	60.2	24.4
201614_s_at	201	26.4	34.8	183.7
201615_x_at	316.4	169.2	270.2	161.9
201616_s_at	206.9	67.5	160.1	708.1
201617_x_at	144.5	234.2	251.6	216.5
201618_x_at	707.5	1555.8	466.4	555.1
201619_at	5353	4303.6	4504	4212.6
201620_at	50.7	158.1	47.7	122.2
201621_at	43.7	114.1	164.1	94.7
201622_at	634.5	540.4	601.6	697.2
201623_s_at	975.9	2343.2	1126.5	1346.4
201624_at	472	932.7	519.2	496.6
201625_s_at	55.1	16.4	121.9	66.4
201626_at	232.8	225	307.7	320.4
201627_s_at	421.6	245	195.7	418
201628_s_at	2474.9	2759.2	1759.2	2433
201629_s_at	218.4	116.7	57.8	107.9
201630_s_at	1511.7	1533.8	1329.1	1710.5
201631_s_at	331.2	429.6	374.7	481.9
201632_at	881.2	1028.1	961	911.4
201633_s_at	181.1	193.4	461.5	269.2
201634_s_at	231.1	153.7	223.2	157.7
201635_s_at	10294.7	3209.9	8956.4	6718.9
201636_at	6550	6989	8713.6	7597.6
201637_s_at	7734.2	7738.4	7193.1	6317.9
201638_s_at	51.9	13.6	36.1	23.8
201639_s_at	281.6	358.9	361.7	387.7
201640_x_at	489.6	884.6	421.6	209.6
201641_at	144.6	260.4	271.6	236.7
201642_at	1278	1223.5	1589.1	1448.7
201643_x_at	1786.7	1864.9	1578	1822.6
201644_at	77.7	107.8	84.1	111.7
201645_at	159.5	102.2	39.6	156.6
201646_at	971	1127.6	1027	1280.7
201647_s_at	561	467.1	676.7	544.6
201648_at	2270.5	2691.5	1684.4	2227.5
201649_at	672.9	635.8	674	922
201650_at	21.1	49.6	11.6	13.4
201651_s_at	1091.1	925.6	839.9	969.1
201652_at	2779.2	3407.2	3235.5	3071.9
201653_at	1199.4	1401.8	1237.4	1291.4
201654_s_at	12.9	148.4	48.5	13.4
201655_s_at	703.7	579.2	121.7	897.1
201656_at	251.1	357.5	456.2	595.5
201657_at	158.5	127.7	180.7	198.4
201658_at	983.4	728.2	1023.4	1465.9
201659_s_at	1019.8	528.6	671.6	563.5
201660_at	1192.4	1200.4	1635.2	1671
201661_s_at	706.7	413.6	603.8	640.8
201662_s_at	466.6	543.4	406.6	660.9
201663_s_at	143.6	222.2	197	279.8
201664_at	372.4	235.6	430.8	332.5
201665_x_at	13975.7	17220.7	15871.9	11661.7
201666_at	585.1	579	372	1200.4
201667_at	276.7	323.1	348.7	349.7
